Id,quality
0,5.670031806366872
1,5.569175790741767
2,6.408482585509979
3,4.955369860047178
4,4.90697272708293
5,5.194370668596484
6,5.103239795837354
7,5.655455111254092
8,5.200780176864008
9,5.25433859936453
10,4.960986443907288
11,5.794119553879405
12,4.779743316937832
13,5.084822055329816
14,5.246474145229499
15,6.007553958923815
16,5.172918845466448
17,5.08299929546574
18,5.128426405413748
19,5.412726915293611
20,6.007553958923815
21,5.168949682493988
22,5.958673874024328
23,6.686959377368183
24,5.184493930843487
25,4.27329713918423
26,4.866685728515179
27,5.131229089537499
28,5.727684035251755
29,5.727615008364175
30,6.353639008701229
31,6.01969941475955
32,5.980382526154997
33,6.188925595954572
34,5.230477623231181
35,5.134357069703903
36,5.34054775914754
37,5.447912245596164
38,5.9723692187727195
39,5.317832198412745
40,5.487510113570366
41,5.224291026071164
42,5.243222477124057
43,5.088318197517118
44,6.2592103930926655
45,5.895173844097059
46,5.199672395833801
47,5.7077725692146615
48,5.441732142930945
49,5.405951136962464
50,5.799561665617816
51,5.7902300101991955
52,5.039795156934055
53,6.2703685554186706
54,5.3733147526716465
55,5.243222477124057
56,5.763457386780864
57,5.092543103015267
58,5.155391018463305
59,4.942026516395828
60,5.783393503029245
61,5.400565655945016
62,5.973191993227353
63,5.39285897760297
64,5.588109345318614
65,5.675396108998193
66,6.198967692526104
67,6.180468261938657
68,5.293576380957823
69,5.144857598909397
70,5.04099359902213
71,4.96648216792552
72,5.438032468910755
73,4.989785909524414
74,5.367587427502215
75,6.11120991102532
76,5.222762421959089
77,6.297734359970782
78,4.805348559100921
79,6.136612018675841
80,5.813303320796315
81,5.380234858960776
82,5.460264510202691
83,5.256541638148924
84,5.101779811793932
85,5.358543048436374
86,5.6453941943177455
87,5.25433859936453
88,6.271118709829295
89,5.555893836217955
90,5.596879981899164
91,5.789375055251199
92,5.644611825252355
93,5.18513122230128
94,5.184825319358723
95,6.229844863975309
96,5.349778765978847
97,6.323740310827169
98,5.298870153364433
99,4.956058939114328
100,5.246094330541453
101,5.20622493871646
102,6.214329395387438
103,5.554560669328723
104,5.124115850613357
105,5.309402590810279
106,6.273718590907556
107,5.724253148800756
108,4.989749223231335
109,5.9919141777626095
110,5.2388517184679415
111,5.177137168428025
112,5.792578371628416
113,5.802303172604354
114,6.167978092862263
115,4.8842771462111045
116,6.672484235476084
117,6.441996884682638
118,6.189536587709895
119,5.702257469904353
120,5.331511496203511
121,6.4339509341119125
122,6.0716286878977
123,5.3806898412867525
124,4.864635052294581
125,5.818292697156274
126,5.689985682435733
127,5.411205491398903
128,5.288521774253923
129,5.332474180534483
130,5.280605868099826
131,6.074084834845223
132,5.7714733812225205
133,5.381309105801769
134,5.170884999850884
135,5.975829747148616
136,5.130576283839808
137,5.742628608200434
138,5.876561282241568
139,4.446070250332667
140,5.7349067135579475
141,6.499990472296034
142,6.075873382568389
143,6.175954383760846
144,6.3747521627937545
145,6.3546900428434725
146,5.324040029204035
147,5.272325438234866
148,6.536513915241045
149,5.001945496376024
150,6.0468444708875495
151,6.8888439285732375
152,5.330697548299824
153,5.163177438230257
154,6.340491146476623
155,5.168949682493988
156,6.475914587447882
157,5.43513091223307
158,6.644744737794497
159,6.595754355646406
160,5.64660578855036
161,5.800607099073886
162,5.402463590153552
163,6.798361557679193
164,4.993479568827119
165,5.088318197517118
166,5.4192814591689284
167,5.1080777908700625
168,6.475914587447882
169,5.727615008364175
170,5.699892905264015
171,5.727615008364175
172,5.46385360693327
173,6.279326391235749
174,5.866567265804363
175,6.006390364387556
176,4.639710727306117
177,6.4856003732303975
178,5.698964978743781
179,4.991356658011938
180,4.9666842260188275
181,5.4176570523676375
182,5.454159253988088
183,5.072852963523417
184,6.292963801344165
185,5.896770898056921
186,5.276538594063254
187,5.102506271743579
188,5.608196697859903
189,6.925716392072339
190,5.607651429056148
191,5.464208621084289
192,5.430899915505854
193,5.568210086221072
194,5.888423593816398
195,6.234682883277657
196,4.943570561733374
197,5.39487132491827
198,5.582040059724967
199,5.594844727790154
200,5.206000579607007
201,5.384842923403468
202,5.12552823262611
203,4.976901317529567
204,5.538363131252822
205,4.335470128959052
206,5.727615008364175
207,5.866393321327472
208,5.440343441635676
209,5.86773766001496
210,6.174060769747513
211,5.34658096168355
212,6.502084351082331
213,6.377819448805155
214,6.181990919093984
215,5.361406418552242
216,5.532263812417966
217,5.7701611317062245
218,5.326625487320442
219,6.112858266912319
220,6.028781973639447
221,5.068695889962932
222,5.21505125480072
223,6.396757444396137
224,5.060824975761456
225,6.106096067186428
226,5.723073869759872
227,6.111703167024153
228,5.418047574592059
229,6.505578780894069
230,5.283733519523089
231,5.278067048785481
232,5.431486668167061
233,6.060439802315798
234,4.891521838254455
235,6.366522682486853
236,5.1759147051692835
237,5.055047399512667
238,5.506336825682588
239,5.338530493611465
240,5.823199020852762
241,5.451509740690653
242,6.378701076784175
243,4.939830254311033
244,5.716257834834806
245,5.568538329369943
246,6.640447171258181
247,6.418842328047845
248,5.896803276859323
249,5.092334417799115
250,6.188669860365955
251,5.265961663536771
252,5.566942950092148
253,5.262436859660333
254,7.577304848488524
255,6.4178635096577565
256,5.757924305753441
257,5.945553236968394
258,4.530535341919638
259,6.535192438120383
260,4.8316451957558115
261,5.164517827847924
262,5.672668537790855
263,5.603889289501069
264,5.963818088554021
265,5.878420705743913
266,5.186434846475045
267,5.53886396635199
268,5.3522474434312315
269,5.286225815399483
270,5.847709503769927
271,5.5924679923434795
272,5.33739797089212
273,6.620621944927883
274,6.654409076358107
275,6.663660537250138
276,4.945659982370266
277,5.009237196746199
278,5.502426758044884
279,5.01972594629715
280,4.882582958858642
281,6.121021513180068
282,5.456361879366995
283,5.050215624753825
284,6.2223576261972084
285,5.370735539444105
286,5.199054895676632
287,6.233519047778856
288,5.408204056489815
289,5.367080532124959
290,6.059153243925621
291,6.701598050203167
292,5.271350523965886
293,5.145896223431393
294,6.359937541749993
295,5.2452680203557165
296,5.409371215590959
297,5.387238095291735
298,5.552867356458933
299,5.446619480813837
300,4.910415366296725
301,5.461421137379546
302,5.789091775552414
303,6.276887969042356
304,5.805807654630648
305,6.209997292007877
306,5.513240209013645
307,5.324425098022722
308,5.9723692187727195
309,6.214987080430312
310,6.130476364837129
311,5.01972594629715
312,5.33804711590291
313,5.752528752098691
314,6.017254008967122
315,6.500689564073824
316,5.507885252359742
317,5.627517494323342
318,5.271214813207173
319,5.420159238177568
320,5.355537260343652
321,5.0695580387213965
322,6.357603369686622
323,5.765660314618053
324,6.0711146869903345
325,5.287420457676525
326,5.887183582090422
327,6.499072940220678
328,6.193126074547472
329,6.62570152268372
330,6.185824701050677
331,5.420159238177568
332,5.782118591323226
333,6.253248152377942
334,5.402366561645934
335,6.095377775531993
336,6.073775343369952
337,5.352963466476361
338,5.930112120115446
339,4.78545021912857
340,5.101569644141492
341,6.372763275493455
342,6.405151640295038
343,5.234395242181883
344,5.331378228953653
345,5.661998873200012
346,5.4565321405879175
347,5.023765727080892
