,Class,Feature 0,Feature 1
0,1,1.113173054350306,-0.14275083951137352
1,0,-0.39506010625493315,-0.35142747561478643
2,0,-0.7423859021608434,-0.9115162802160126
3,1,1.249702272130732,-0.8616618290516991
4,1,0.5008665262712,-0.5168306139448751
5,1,0.33564206504740757,-1.038273028381608
6,0,0.4380218305338376,-2.0278694357100004
7,1,0.9857683467413219,-0.367339917920523
8,1,1.427780390212558,-1.3199496832433009
9,1,-0.538166542402094,-1.771580356988234
10,0,-0.6487998669192805,0.268634791058324
11,0,-0.03281105052845101,-0.29855163611627433
12,1,0.4269699163090639,-0.27701775223882574
13,0,0.6140517501058611,0.1769944647643641
14,1,-0.7241093252228135,-1.944609395558629
15,1,0.8020989134454827,0.05940034203757416
16,1,0.893329081162148,-0.4381497079758174
17,0,-0.41087775137207255,0.2877761292964267
18,1,0.7036788161262779,0.012694522398847274
19,1,0.47805052997835085,-0.4529201505803411
20,0,-1.183174489529137,-0.5580316519544237
21,1,1.1826039676626587,-0.7241490107427713
22,1,0.5038861165180535,0.3598428687671948
23,1,1.5960659084126758,0.7610726481965262
24,0,-1.029942724177571,0.5826046002676166
25,1,1.5177330303601508,0.6323004756415402
26,1,0.6025135567481322,0.26201506561058996
27,0,-0.3818206251739543,0.3249101334471569
28,0,-1.5231434441041503,0.09593092667579484
29,0,-0.11505086405643261,-0.8959174547386621
30,1,1.199660821103894,0.44839547782938227
31,0,-1.4704461119539554,-0.30130002746890483
32,1,0.45552483910797653,0.478312808001622
33,1,1.4012056739306245,0.4049555652411142
34,1,1.1238549343573503,-0.67165827206487
35,0,0.010946872238347338,0.13803764358424997
36,1,1.1788348788487149,0.4487209886654293
37,0,-0.04707799944169261,-0.17168848568437833
38,1,1.3470263404614315,-1.2236173309658667
39,0,-0.33703456448778224,-0.050264819905979585
40,0,-1.1145077783921904,-0.4664659406885889
41,1,1.1471300199239325,0.14036733005886814
42,1,-0.5759004133941032,-1.729231633815397
43,0,-0.2905124086770137,-0.3867352037393996
44,1,1.2381600192580968,-0.8307657080947324
45,0,-0.9960834394148403,0.6718321326801721
46,0,-0.9462639208571149,0.18615848291486115
47,1,0.36414286674625573,0.7529914359671327
48,1,-0.12366205123753504,-1.0905387691919923
49,1,0.3534398160332184,0.5379429614376772
50,0,-0.3835243797232476,-1.3030185579706162
51,1,-0.12295159614051188,1.6406743661714778
52,0,0.056142796794912186,-1.3211668521959083
53,0,-1.1817690105941983,0.1355709096900417
54,0,-0.4335405129846368,-0.9543408057169631
55,0,-1.2426152990370056,0.5776771306100073
56,0,-0.06510846273652243,0.7899978806284413
57,0,-0.5272811870913129,0.5214307378551692
58,1,0.2911813105588501,-0.7575537780904187
59,1,0.8788078619129538,-0.10704453086463661
60,1,-0.2113493350848239,-1.2942032692657492
61,0,0.8305639677863643,-0.06378702464251496
62,1,-0.15709923816111215,2.0832444000543
63,0,0.3337517265406723,0.3969289216061598
64,1,0.6668338553487576,-0.10078443224717532
65,0,-1.435508169007709,-0.8163481787161084
66,1,0.6374686023783569,0.22868211078676975
67,1,-0.1578729445731618,1.7455502881265237
68,0,0.33490737115501745,0.022352405959043864
69,0,-0.9560721806287926,0.15123257058631068
70,0,-0.6238548911491254,-1.0225956403491527
71,0,-1.154904718598763,-0.6762565180515165
72,0,0.3931073497424804,1.5521998108197432
73,1,0.9575340919854218,-0.23351372475268317
74,1,0.9277321000309477,-0.3476782947339435
75,0,-0.8991889751415949,-0.6429032433384345
76,0,-1.1131611886714965,-1.5703132729004405
77,1,2.250279726373891,1.4206228835908017
78,0,-0.2445149419604023,-1.052072292947818
79,1,-0.0553751572082789,1.645020905188192
80,0,-0.34871877584089767,-0.3340510440705467
81,1,0.18292586850590237,1.1530437622889673
82,0,-0.38549465967220375,0.8894734901766261
83,0,-0.1592718481249661,-1.289004379267341
84,0,-0.40893519830827557,-3.1647122924018243
85,0,-1.064319637877628,1.3429524546566518
86,0,-0.3390175969398879,1.4526435005737997
87,0,-0.4189847501289934,0.4344489349992837
88,0,0.32397080353957697,0.9588019190930026
89,1,1.0183389415614599,-0.4851795907571037
90,0,-0.544871939155239,0.9892446599677958
91,1,0.6427581522129437,-0.3035499105807525
92,1,0.08325242184256743,1.2417498068657455
93,0,-0.3263264334636624,0.9963827885689742
94,0,-0.4432326938760528,-0.49034063800991323
95,0,-0.8615245732989951,-1.8591792983278028
96,0,-0.3509781200927241,-0.9601833179492767
97,1,-0.14536060707811482,-1.0618231474562356
98,1,-0.05107296204328038,1.4546565013865176
99,0,0.4251032573168394,-0.33911061129658693
100,1,0.9869237414528065,-0.821088578207547
101,1,-0.014462004230152425,1.2625346689662875
102,0,-0.1255636694558096,0.443921810740451
103,0,-1.1725606447643793,-0.3234048068046777
104,1,0.5770276551287125,0.5240329633892614
105,1,0.5935037236052443,-0.5055699949768055
106,1,0.5096420117688851,0.5804081825567683
107,0,0.03951141195399055,0.8944470468496957
108,0,-0.6542548429599044,-1.9839361560351745
109,0,-0.5368456477821879,-0.0942710703508095
110,1,0.30171729484897214,0.8003724071167719
111,1,0.21309902434881256,-0.7689767671795675
112,1,-0.13471440404981316,-1.3727463476859225
113,1,1.2885719090216377,0.3821605454837457
114,1,0.02692450213812425,-1.1982498627108558
115,1,0.8802338980706478,-0.18633443434236968
116,1,0.5591364001361574,-0.26658023332766506
117,1,-0.05768432056878503,-1.1700500852296365
118,0,-0.8552151370644948,-0.9116861159283118
119,1,0.40314067637281326,0.6038855817057651
120,0,-1.3028017264770482,1.8465322756526363
121,1,-1.0323864279329893,-2.1915098217943445
122,0,-1.2133525216199996,1.801148952079369
123,1,0.2200852925468827,1.2531144175039244
124,0,0.15914371277483508,0.1023471466306769
125,0,0.8078616757945436,0.28075460334570435
126,0,-0.3900595399060517,0.00341420547489496
127,1,0.6538963197920975,0.15572048417634704
128,0,-0.30920683612454053,0.6314861970114929
129,1,1.3675920076458656,-1.0964933948542213
130,1,-0.0746811411318522,-1.2297668867466123
131,0,-0.589534470254838,-0.6440150083002751
132,1,0.6472342505808573,-0.48557623100883024
133,0,-1.1538500473784512,-0.8175900705715136
134,0,-0.86418485904366,2.404320554820838
135,1,0.5626071773903909,-0.184990109132603
136,1,1.7460857570505977,-1.941523505925539
137,1,-0.28176147988165445,-1.5148193886685302
138,0,-0.4350828479424266,-0.359273040996645
139,1,-0.20417933852085735,1.7692619340881746
140,0,-0.4998267163076189,0.5552495390949236
141,1,0.32538614041777725,0.7358307592723181
142,0,-0.4010841871636217,0.31173376458116997
143,1,0.17463627586679686,-0.6939488477150642
144,0,0.32199868955202915,0.6103300718627813
145,1,0.3698250133525303,0.5538968164366908
146,0,-0.23955909249669305,0.1176785305821546
147,1,0.09272904191761677,1.1880523014564566
148,0,-1.6751086571746938,0.9705063216866916
149,1,0.7517762937789761,-0.13893335752118519
150,0,-0.2081657144700103,-1.3435208928090618
151,0,-1.5473750687596695,-1.0235221366890292
152,1,0.39654825946810907,-0.4852618235211018
153,0,-1.507389491151025,-0.21062753289714098
