,Class,Feature 0,Feature 1
0,0,-0.6726770978556847,-1.579534263133893
1,1,0.7318043499917626,0.9528525649410206
2,0,-0.17476451465010534,0.6149867812201555
3,0,0.6149092707956393,-0.23641602475633322
4,0,-0.33194722781713387,-0.6995895467368016
5,1,1.4199000480656352,0.8434761679840226
6,1,-1.010310009702688,0.1970145128078094
7,1,-1.009967537851337,0.7418022847460631
8,0,0.6680502141553606,-0.7176248784795628
9,1,1.0316470037450896,0.5998443801982137
10,0,0.5507517162202678,-0.5928359072549544
11,0,-0.5920878612106558,-0.7266068489826983
12,1,-0.0012826233897353934,0.9873077320530278
13,1,0.8410142880254824,1.0776288437914452
14,1,-1.0780214540977462,0.051547424085159
15,0,1.3544843479469209,-2.0078454176132845
16,1,-0.2477062389184374,0.7084823635531576
17,0,-0.3024057301076508,0.2604605095388237
18,1,-0.8274199061460039,0.3481120806229613
19,1,-0.6672930691827881,0.5106267904077135
20,0,-0.5606053717163576,0.39761594932472155
21,0,-0.7458947765596188,0.5544199391597273
22,1,-0.8958540516240086,-0.6013018304621485
23,1,-1.0151457851050207,0.06932487970973034
24,1,-0.18897628730590144,0.6339500297703443
25,0,-0.12966981782031728,1.0201877447123737
26,0,-0.424563187866832,-0.48897165074590543
27,1,1.389285665078515,0.4961166925433944
28,0,-0.3963677426635175,-0.17894642374067132
29,0,-0.45486835674922355,-0.41960516579903867
30,1,0.3499069247171258,1.1402691162915088
31,1,0.28164225712200475,1.7513398591253158
32,1,1.621969993525842,0.7846604162990934
33,1,-0.855912222285153,-0.09933722527166244
34,0,-1.0919980202420065,-0.6004743733043025
35,1,-0.14455529173260395,0.6375366127155102
36,1,-0.4250043698689054,0.8416793286739795
37,1,-1.1869963701035697,0.40825839001833897
38,1,-0.006179652246944889,0.8841962270756262
39,1,-0.23585253204695744,0.7993508665345614
40,1,0.07340134922258112,0.9787308352116995
41,0,0.37782340227694716,-0.21788355348683064
42,0,-0.6356948655113073,0.5792926613713965
43,0,-0.289240608939013,-0.10213375386499457
44,1,0.5727826859301002,1.6860642602243512
45,0,0.28554084192776874,-0.16414700630290685
46,0,-0.584047299871912,0.44929584967917857
47,1,0.3540610906667805,1.4077946286146665
48,1,3.1032517538025077,0.4597468129304897
49,0,-0.7710268064092661,0.06739487414161771
50,1,0.3682485046329106,1.3495056095688316
51,0,0.43004316827565603,-0.3994574087091719
52,1,1.6823740701975987,1.652088195644026
53,0,0.7253859830107243,-1.5394111564836148
54,0,-0.3341217207174614,0.7576069194053467
55,0,0.6733825512389302,-0.9453688905106181
56,1,0.14946765043291088,-0.5176628015118208
