,FIPS,A02650,PCT_DIABETES_ADULTS08,PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS08,PCT_OBESE_ADULTS13,PCT_HSPA15	,RECFAC09,RECFAC14,RECFACPTH09,RECFACPTH14,FMRKTPTH09,FMRKTPTH16,DIRSALES_FARMS07,DIRSALES_FARMS12,CSA07,CSA12,VEG_FARMS07,VEG_FARMS12,MILK_PRICE10,SODA_PRICE10,MILK_SODA_PRICE10,SODATAX_STORES14,SODATAX_VENDM14,CHIPSTAX_STORES14,CHIPSTAX_VENDM14,FOOD_TAX14,State,County,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCT_65OLDER10,PCT_18YOUNGER10,MEDHHINC15,POVRATE15,PERPOV10,CHILDPOVRATE15,PERCHLDPOV10,METRO13,POPLOSS10
0,1001,183214.0,11.4,13.0,31.5,34.1,,4,5,0.07388935099999999,0.090260854,0.039404207999999996,0.01804533,25,51,2,3,34,45,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Autauga,77.24615638,17.58259882,2.400542413,0.855765883,0.39764710200000003,0.040314453,11.99538216,26.77795899,56580,12.7,0,18.8,0,1,0
1,1003,267456.4782608696,9.8,10.4,26.2,27.4,,18,25,0.10033109300000001,0.12493066300000001,0.022237293999999998,0.019178857,80,103,13,7,51,50,1.01769,1.001391,0.9401653,4.0,4.0,4.0,4.0,4.0,AL,Baldwin,83.50478699,9.308424547000001,4.3848242939999995,0.735193263,0.628754835,0.043343482999999995,16.77118481,22.98740844,52387,12.9,0,19.6,0,1,0
2,1005,54174.125,13.6,18.4,37.6,44.4,,1,0,0.036157199999999994,0.0,0.06725628,0.154053534,18,13,1,0,11,7,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0,AL,Barbour,46.75310485,46.69118986,5.051535128,0.389700259,0.21852350899999998,0.08740940400000001,14.23680664,21.90698183,31433,32.0,1,45.2,1,0,0
3,1007,107697.72727272726,11.1,14.8,32.3,40.3,,1,1,0.0435901,0.044432599999999996,0.046324177,0.044163759000000004,12,13,2,3,10,11,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Bibb,75.02072878,21.9245036,1.7717652190000002,0.09600698199999999,0.27929303899999997,0.030547676,12.68164957,22.69692341,40767,22.2,0,29.3,1,1,0
4,1009,204151.875,11.4,14.1,31.9,34.6,,3,3,0.05231860000000001,0.051976,0.017139428999999998,0.017329821000000002,84,88,7,4,67,64,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Blount,88.88733819,1.263040368,8.070199922999999,0.200621053,0.497191305,0.031401556000000004,14.72209623,24.60835281,50487,14.7,0,22.2,0,1,0
5,1011,79277.5,14.9,19.6,37.8,43.0,,0,0,0.0,0.0,0.091033227,0.096506466,13,12,2,0,17,8,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Bullock,21.916804100000004,69.97434488,7.119296317000001,0.18325087,0.18325087,0.036650174,13.45977643,22.26498076,28251,39.6,1,51.2,1,0,0
6,1013,54421.125,15.1,17.7,36.8,36.3,,0,1,0.0,0.049270800000000003,0.100180325,0.100010001,11,31,3,5,20,23,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Butler,54.06024729,43.189955600000005,0.911825082,0.8306678759999999,0.281663245,0.033417672999999995,16.6563231,24.13710794,33868,25.8,1,36.0,1,0,1
7,1015,187766.6428571429,14.5,14.9,33.5,32.2,,7,7,0.059140099999999994,0.060388599999999994,0.017531403,0.017450332,35,50,3,2,25,15,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Calhoun,73.61350066,20.3901427,3.283237189,0.699996627,0.40481732600000003,0.07927672599999999,14.32884661,22.87723915,42091,20.0,0,30.7,0,1,0
8,1017,142123.3,16.1,16.4,35.5,39.7,,2,0,0.05816659999999999,0.0,0.029137529,0.029548208,15,22,0,1,6,8,0.8567245000000001,0.9908802,0.7998569999999999,4.0,4.0,4.0,4.0,4.0,AL,Chambers,58.14116616,38.59710653,1.566564372,0.485167324,0.166593599,0.020458863,16.6768961,22.51351746,35560,22.4,0,34.4,1,0,1
9,1019,161093.0,13.6,13.3,31.5,33.6,,1,1,0.038678699999999996,0.0384069,0.040903141000000004,0.038872692,23,14,4,2,17,4,0.8567245000000001,0.9908802,0.7998569999999999,4.0,4.0,4.0,4.0,4.0,AL,Cherokee,92.07356959,4.640424795,1.231290161,0.18854130600000002,0.469429374,0.003847782,17.89603294,21.41675324,39144,19.4,0,30.2,0,0,0
10,1021,169341.83333333337,10.2,13.3,34.8,35.9,,3,2,0.068990893,0.0455259,0.0,0.0,58,58,3,1,37,45,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Chilton,81.10120752,9.557088193,7.836308227999999,0.286414774,0.30703663800000003,0.025204499999999998,13.56689503,25.11284742,42767,20.2,0,28.1,0,1,0
11,1023,33570.444444444445,14.7,18.1,36.5,40.8,,0,0,0.0,0.0,0.071479628,0.07696451900000001,8,14,2,0,18,14,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0,AL,Choctaw,55.55956418,43.22101162,0.526733531,0.086586334,0.129879501,0.0,18.17591457,22.66397287,35089,24.4,1,33.5,1,0,1
12,1025,54597.5,14.1,16.3,36.0,38.2,,2,3,0.076810815,0.120264582,0.038399508,0.081994096,19,18,0,0,14,16,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0,AL,Clarke,53.97359966,43.66507955,1.049045794,0.286455309,0.371617698,0.015484071,16.15762784,24.73193202,37317,22.2,1,30.9,1,0,0
13,1027,107402.75,13.2,14.6,32.2,37.3,,0,0,0.0,0.0,0.073313783,0.14823599199999998,20,11,1,2,2,9,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Clay,80.2899799,14.69997129,2.863910422,0.16508756800000002,0.39477462,0.0,17.57823715,22.566752800000003,38908,18.4,0,27.3,0,0,0
14,1029,63298.5,11.0,12.6,28.8,30.0,,0,1,0.0,0.066312997,0.067755268,0.067006165,19,14,0,3,6,10,0.8567245000000001,0.9908802,0.7998569999999999,4.0,4.0,4.0,4.0,4.0,AL,Cleburne,93.21399947,3.2994923860000003,2.050494256,0.153620091,0.33395671899999996,0.006679134000000001,15.76943628,23.717606200000002,42136,18.9,0,27.7,0,0,0
15,1031,153630.73333333337,12.1,15.9,32.7,33.7,,5,4,0.101132686,0.07857156900000001,0.020561324,0.019521337,34,37,9,5,18,16,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0,AL,Coffee,72.34323697,16.53119244,6.366621286,1.259309682,1.205253464,0.10210619,14.43501241,24.19316089,46858,16.2,0,23.7,0,0,0
16,1033,193192.11111111112,13.5,18.7,34.7,37.5,,4,6,0.07349428599999999,0.11000495,0.054905836,0.055334219000000004,37,26,7,1,30,11,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Colbert,79.61710884,15.98809436,2.008157566,0.41155287700000004,0.48136988299999994,0.025722055,17.38627177,22.10994341,41171,18.1,0,26.9,0,1,0
17,1035,115162.0,14.5,17.4,32.1,36.4,,0,0,0.0,0.0,0.0,0.080677693,8,13,3,2,11,12,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0,AL,Conecuh,51.13395827,46.28061687,1.21711521,0.128515271,0.33262775899999997,0.0,17.856062899999998,22.99667372,29981,28.3,1,41.0,1,0,0
18,1037,123313.0,13.2,17.3,33.2,39.7,,0,0,0.0,0.0,0.0,0.0,7,18,0,1,6,8,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Coosa,65.89825808,30.81722853,1.993240315,0.121327671,0.34665049,0.0,17.07253661,20.53904151,36078,20.3,0,32.2,0,0,0
19,1039,60370.6,13.1,14.7,33.8,34.0,,2,3,0.053123699999999996,0.079126444,0.0817929,0.053393134,40,37,5,4,19,20,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Covington,84.07520191,12.40566662,1.278962002,0.391897259,0.5189990729999999,0.002647954,18.37415596,22.56851582,36355,22.3,0,34.1,1,0,0
20,1041,43980.8,12.6,16.5,33.6,39.7,,0,0,0.0,0.0,0.072563675,0.071875225,16,14,1,1,12,12,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Crenshaw,72.05522796,23.30648641,1.466992665,1.3591255569999998,0.402703869,0.007191141,15.89242054,23.78829282,36759,19.9,0,29.6,1,0,0
21,1043,126082.25,11.9,14.4,30.1,33.4,,4,3,0.049781599999999995,0.036905400000000005,0.012228228,0.012125473999999999,75,74,5,13,68,66,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Cullman,92.73934781,1.021068079,4.295699326,0.421610328,0.493744248,0.022386389,15.93164689,23.18359326,39290,19.4,0,24.7,0,0,0
22,1045,189956.1428571429,13.5,14.1,34.4,36.5,,2,2,0.040117099999999996,0.0404171,0.041539452000000004,0.040628936000000004,24,23,1,0,11,11,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0,AL,Dale,71.05331237,18.99663688,5.61381863,1.048735349,0.67063342,0.083580426,13.450478599999999,24.82935663,45294,18.5,0,29.0,0,0,0
23,1047,63182.857142857145,15.6,19.0,39.9,40.8,,1,2,0.0228524,0.047949,0.023852117000000003,0.024995001,22,20,7,2,25,26,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Dallas,28.9274304,69.17845733,0.7051574620000001,0.32861707,0.178000913,0.013692378,14.068918300000002,26.46052031,29682,34.6,1,50.1,1,0,1
24,1049,78977.05555555556,11.2,13.4,31.7,30.4,,4,3,0.0564462,0.0422149,0.028826751,0.028208745,78,76,22,4,45,35,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,DeKalb,81.56070258,1.44707421,13.62696705,0.23344443,1.2164423629999999,0.04922021099999999,13.88713102,25.82795427,37305,20.6,0,28.9,0,0,0
25,1051,239391.57142857145,9.9,13.4,29.0,35.4,,4,4,0.0508699,0.0493967,0.0,0.024450177000000003,29,40,5,5,19,29,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Elmore,74.96437714,19.94123804,2.684639925,0.648146981,0.33920532600000003,0.06304931700000001,11.89866714,23.58927153,53548,14.0,0,19.9,0,1,0
26,1053,66673.0,12.3,17.8,34.4,37.7,,2,2,0.0522889,0.053003999999999996,0.08014104799999999,0.079516539,17,23,3,9,14,16,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0,AL,Escambia,61.34815627,31.73882408,1.873744096,0.224431744,3.324721418,0.031316057,15.16741042,22.64933845,36840,24.4,1,32.0,1,0,0
27,1055,173649.25,11.6,16.8,30.8,35.1,,9,9,0.086340045,0.086930485,0.019296638,0.029250029,49,45,0,0,28,29,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Etowah,79.27702767,15.04931533,3.300775639,0.62912956,0.356219477,0.028727377000000002,15.80771809,22.96849564,42145,19.0,0,30.7,0,1,0
28,1057,66080.66666666669,12.7,15.1,32.3,33.7,,0,0,0.0,0.0,0.05756721,0.060437568,17,25,0,0,17,22,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Fayette,86.0274926,11.35664985,1.183226031,0.21460472100000003,0.272605997,0.0,17.88759353,22.25508961,37085,20.4,0,29.4,0,0,0
29,1059,60943.16666666666,12.8,13.9,29.5,33.2,,3,3,0.09496976800000001,0.094933705,0.032163649,0.063235108,31,24,4,5,32,22,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Franklin,79.63979309,3.819707292,14.85616957,0.16086298300000001,0.381655312,0.006308352,15.21889982,24.81390361,38535,21.1,0,32.4,0,0,0
30,1061,258097.66666666663,12.6,13.9,32.0,34.1,,0,0,0.0,0.0,0.0,0.0,45,44,10,5,38,37,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0,AL,Geneva,84.70324748,9.417693169,3.434117208,0.23889511,0.7353490109999999,0.029861889,17.44680851,22.36282195,36289,22.4,0,34.8,1,1,0
31,1063,25967.285714285717,18.2,21.0,43.7,46.3,,0,0,0.0,0.0,0.22652622,0.23747328399999998,20,23,7,1,26,21,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Greene,17.26920951,81.24930901,0.762852405,0.165837479,0.12161415099999999,0.0,16.07517966,24.2564953,25398,37.7,1,54.7,1,0,1
