FIPS,State,County,REDEMP_SNAPS12,REDEMP_SNAPS16,PCH_REDEMP_SNAPS_12_16,PCT_SNAP12,PCT_SNAP16,PCH_SNAP_12_16,PC_SNAPBEN10,PC_SNAPBEN15,PCH_PC_SNAPBEN_10_15,SNAP_PART_RATE08,SNAP_PART_RATE13,SNAP_OAPP09,SNAP_OAPP16,SNAP_CAP09,SNAP_CAP16,SNAP_BBCE09,SNAP_BBCE16,SNAP_REPORTSIMPLE09,SNAP_REPORTSIMPLE16,PCT_NSLP09,PCT_NSLP15,PCH_NSLP_09_15,PCT_FREE_LUNCH09,PCT_FREE_LUNCH14,PCT_REDUCED_LUNCH09,PCT_REDUCED_LUNCH14,PCT_SBP09,PCT_SBP15,PCH_SBP_09_15,PCT_SFSP09,PCT_SFSP15,PCH_SFSP_09_15,PC_WIC_REDEMP08,PC_WIC_REDEMP12,PCH_PC_WIC_REDEMP_08_12,REDEMP_WICS08,REDEMP_WICS12,PCH_REDEMP_WICS_08_12,PCT_WIC09,PCT_WIC15,PCH_WIC_09_15,PCT_CACFP09,PCT_CACFP15,PCH_CACFP_09_15,FDPIR12
01001,AL,Autauga,301432.0811,239024.0156,-20.7038565,18.82467523,16.97643575,-1.848239474,16.69232132,17.9052724,7.2665213,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,32.00674871,,8.217546645,,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,19.26266,16.63944,-13.61819,161658.7,184744.3,14.28049,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01003,AL,Baldwin,274394.5037,155844.3902,-43.20425952,18.82467523,16.97643575,-1.848239474,14.13921122,14.15713421,0.126760858,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,33.21605514,36.75643875,8.160407841,5.082363708,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,17.85356,17.92161,0.3811479,125840.5,126639.4,0.6348812,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01005,AL,Barbour,325496.5608,281716.326,-13.45029105,18.82467523,16.97643575,-1.848239474,27.55824259,31.63304149,14.78613483,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,68.24583867,63.93180607,3.71318822,3.436334576,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,35.84205,40.42276,12.78026,178230.6,157077.1,-11.86862,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01007,AL,Bibb,356444.032,256026.9197,-28.17191574,18.82467523,16.97643575,-1.848239474,20.12873664,19.4731321,-3.25705754,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,50.27855153,54.33422699,11.19777159,9.115281501,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,25.7193,21.74258,-15.46202,92542.33,98263.4,6.182112,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01009,AL,Blount,229730.0226,141304.9007,-38.49088637,18.82467523,16.97643575,-1.848239474,19.15785679,15.79513142,-17.5527221,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,39.68109799,44.98797951,9.082652134,8.090310442,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,17.81256,15.47159,-13.14226,102945.9,149110,44.84305,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01011,AL,Bullock,211588.9137,210721.3615,-0.410017804,18.82467523,16.97643575,-1.848239474,31.64895242,35.27817631,11.46712172,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,92.11973122,63.85780118,0.061087355,0,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,,,,,,,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01013,AL,Butler,345604.869,305223.8659,-11.6841534,18.82467523,16.97643575,-1.848239474,29.22852914,31.25724602,6.940879104,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,69.69248965,65.84142902,8.604376109,5.327483547,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,40.04169,40.12669,0.212286,134613.5,203713.2,51.33193,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01015,AL,Calhoun,315617.5026,261900.1199,-17.01977308,18.82467523,16.97643575,-1.848239474,26.81071417,26.82265689,0.044544612,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,48.38118839,53.56871456,8.538490546,7.160811364,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,24.50327,24.13542,-1.501256,126327.7,148999.4,17.94666,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01017,AL,Chambers,327935.7883,270583.6107,-17.48884376,18.82467523,16.97643575,-1.848239474,28.08953188,27.34531818,-2.649434347,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,64.6073087,65.34928434,7.63173834,7.306131169,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,26.92083,28.52697,5.96619,154673.6,161957.1,4.708968,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01019,AL,Cherokee,242354.8713,178751.8757,-26.2437455,18.82467523,16.97643575,-1.848239474,25.11960188,22.34768976,-11.03485692,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,47.64920828,51.14899926,11.32764921,10.7734124,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,23.12612,27.36524,18.33041,112915.6,118678.5,5.103687,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01021,AL,Chilton,247911.5947,164782.2403,-33.53185415,18.82467523,16.97643575,-1.848239474,27.08910936,22.67989074,-16.27672054,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,48.71860914,50.01312336,9.426915647,7.152230971,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,23.90553,22.55591,-5.645612,145810,141196.8,-3.163887,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01023,AL,Choctaw,199087.268,201085.8946,1.003894737,18.82467523,16.97643575,-1.848239474,28.15258436,31.48120092,11.82348489,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,67.91125541,64.50793651,8.008658009,3.873015873,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,25.58854,,,72072.68,,,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01025,AL,Clarke,404583.4063,344827.5046,-14.76973616,18.82467523,16.97643575,-1.848239474,28.92295384,31.08064386,7.460130192,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,59.07995179,52.06438069,8.055443953,3.21903429,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,35.38964,34.33015,-2.993797,66390.97,107972.6,62.63146,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01027,AL,Clay,181439.6725,117259.8815,-35.37252359,18.82467523,16.97643575,-1.848239474,17.36410183,16.30850932,-6.079165591,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,51.91852203,54.35745938,12.36380862,10.43820778,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,,,,,,,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01029,AL,Cleburne,157971.5238,157603.327,-0.233077952,18.82467523,16.97643575,-1.848239474,21.73501648,18.7939006,-13.53169381,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,43.87023765,,14.52282158,,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,20.60166,21.11114,2.472974,60717.22,62624.08,3.140558,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01031,AL,Coffee,306212.2629,266669.276,-12.91358698,18.82467523,16.97643575,-1.848239474,14.63688903,17.94515272,22.60223249,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,36.52968037,40.45280678,8.414872798,6.23384679,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,26.03889,21.86827,-16.01688,177708,140099.1,-21.16331,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01033,AL,Colbert,263129.2795,154331.8544,-41.34751758,18.82467523,16.97643575,-1.848239474,20.4903726,19.49841913,-4.841070934,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,43.17937701,44.72855065,8.366153479,7.283082889,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,29.0999,23.41329,-19.54167,144510.1,159345,10.26566,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01035,AL,Conecuh,137903.4545,160813.657,16.61321872,18.82467523,16.97643575,-1.848239474,38.83807076,35.66325316,-8.174498737,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,80.92144123,78.54330709,4.370939161,3.871391076,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,,,,,,,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01037,AL,Coosa,218925.344,174849.8375,-20.13266518,18.82467523,16.97643575,-1.848239474,19.92518127,21.4590936,7.698360746,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,62.5188537,,11.46304676,,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,,,,,,,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
