zipcode,N1,N05780,N85775
0,815440,18830,56460
0,495830,17200,27540
0,263390,4180,5780
0,167190,520,840
0,217440,140,160
0,57240,0,0
35004,1510,50,120
35004,1410,50,80
35004,950,20,30
35004,650,0,0
35004,630,0,0
35004,60,0,0
35005,1310,40,80
35005,960,30,50
35005,450,0,0
35005,200,0,0
35005,180,0,0
35005,0,0,0
35006,430,0,50
35006,330,0,0
35006,190,0,0
35006,120,0,0
35006,130,0,0
35006,0,0,0
35007,4070,90,280
35007,2650,110,170
35007,1820,30,40
35007,1340,30,30
35007,1820,0,0
35007,240,0,0
35010,3620,90,220
35010,2070,70,120
35010,890,30,40
35010,530,0,0
35010,620,0,0
35010,180,0,0
35014,660,20,60
35014,460,0,0
35014,210,0,0
35014,140,0,0
35014,120,0,0
35014,30,0,0
35016,2810,100,230
35016,1730,80,140
35016,1060,30,40
35016,680,0,0
35016,720,0,0
35016,130,0,0
35019,360,30,30
35019,250,0,20
35019,140,0,0
35019,60,0,0
35019,80,0,0
35019,0,0,0
35020,5450,80,250
35020,2470,50,80
35020,720,0,0
35020,230,0,0
35020,160,0,0
35020,20,0,0
35022,3240,80,210
35022,2430,80,120
35022,1610,40,50
35022,1020,0,0
35022,1300,0,0
35022,200,0,0
35023,3690,90,230
35023,2910,90,120
35023,1550,0,30
35023,930,20,20
35023,900,0,0
35023,70,0,0
35031,1190,40,100
35031,810,40,40
35031,430,0,20
35031,230,0,0
35031,180,0,0
35031,20,0,0
35033,460,0,40
35033,380,40,40
35033,210,0,0
35033,150,0,0
35033,140,0,0
35033,40,0,0
35034,700,0,40
35034,370,0,0
35034,160,0,0
35034,80,0,0
35034,80,0,0
35034,0,0,0
35035,230,0,30
35035,150,0,0
35035,80,0,0
35035,50,0,0
35035,60,0,0
35035,0,0,0
35040,2360,60,180
35040,2190,70,120
35040,1410,40,50
35040,790,0,0
35040,760,0,0
35040,80,0,0
35042,890,0,40
35042,570,30,40
35042,320,0,0
35042,190,0,0
35042,210,0,0
35042,20,0,0
35043,1310,30,100
35043,820,40,60
35043,690,30,40
35043,710,0,0
35043,1270,0,0
35043,270,0,0
35044,1390,30,90
35044,810,40,50
35044,390,0,0
35044,220,0,0
35044,220,0,0
35044,30,0,0
35045,2340,50,160
35045,1420,70,100
35045,750,30,30
35045,460,0,0
35045,460,0,0
35045,70,0,0
35046,870,0,70
35046,590,50,50
35046,330,0,0
35046,230,0,0
35046,290,0,0
35046,40,0,0
35049,520,0,60
35049,440,40,30
35049,250,0,0
35049,180,0,0
35049,160,0,0
35049,0,0,0
35051,1270,30,90
35051,740,30,60
35051,410,0,0
35051,320,0,0
35051,430,0,0
35051,120,0,0
35053,340,30,50
35053,250,0,30
35053,170,0,0
35053,110,0,0
35053,140,0,0
35053,40,0,0
35054,620,0,50
35054,380,40,30
35054,260,0,0
35054,210,0,0
35054,280,0,0
35054,70,0,0
35055,3150,90,230
35055,2060,60,110
35055,1100,30,40
35055,720,0,0
35055,740,0,0
35055,180,0,0
35057,2010,50,140
35057,1360,50,80
35057,740,20,30
35057,500,0,0
35057,560,0,0
35057,120,0,0
35058,1710,60,140
35058,1080,60,60
35058,580,0,20
35058,380,0,0
35058,380,0,0
35058,90,0,0
35060,90,0,0
35060,50,0,0
35060,20,0,0
35060,0,0,0
35060,0,0,0
35060,0,0,0
35061,310,0,20
35061,180,0,0
35061,90,0,0
35061,30,0,0
35061,30,0,0
35061,0,0,0
35062,1160,30,70
35062,750,40,60
35062,520,0,0
35062,360,0,0
35062,390,0,0
35062,40,0,0
35063,480,20,30
35063,350,0,20
35063,170,0,0
35063,100,0,0
35063,100,0,0
35063,0,0,0
35064,2220,50,120
35064,1230,30,50
35064,450,0,0
35064,210,0,0
35064,190,0,0
35064,0,0,0
35068,1230,30,80
35068,1160,40,60
35068,700,0,0
35068,330,0,0
35068,310,0,0
35068,30,0,0
35071,2240,60,170
35071,1820,60,90
35071,1210,30,30
35071,850,0,0
35071,1160,0,0
35071,200,0,0
35072,780,0,50
35072,570,40,40
35072,220,0,0
35072,150,0,0
35072,100,0,0
35072,0,0,0
35073,370,0,40
35073,310,0,0
35073,130,0,0
35073,70,0,0
35073,50,0,0
35073,0,0,0
35077,2210,70,160
35077,1480,60,90
35077,700,0,0
35077,440,0,0
35077,350,0,0
35077,30,0,0
35078,350,20,20
35078,230,0,20
35078,110,0,0
35078,80,0,0
35078,100,0,0
35078,0,0,0
35079,1110,30,100
35079,830,30,40
35079,650,20,20
35079,430,0,0
35079,360,0,0
35079,40,0,0
35080,2120,60,160
35080,1420,70,110
35080,1240,40,30
35080,1060,0,20
35080,1740,0,0
35080,260,0,0
35083,460,30,40
35083,340,0,30
35083,190,0,0
35083,110,0,0
35083,100,0,0
35083,0,0,0
35085,1340,20,80
35085,940,30,50
35085,510,20,30
35085,290,0,0
35085,290,0,0
35085,30,0,0
35087,390,20,50
35087,200,0,0
35087,120,0,0
35087,70,0,0
35087,60,0,0
35087,0,0,0
35089,360,0,30
35089,250,0,0
35089,90,0,0
35089,30,0,0
35089,20,0,0
35089,0,0,0
35091,310,0,30
35091,220,0,0
35091,230,0,0
35091,190,0,0
35091,290,0,0
35091,20,0,0
35094,2280,60,180
35094,1590,60,100
35094,990,20,30
35094,590,0,0
35094,700,0,0
35094,140,0,0
35096,1280,40,90
35096,910,40,60
35096,520,0,0
35096,340,0,0
35096,320,0,0
35096,50,0,0
35097,260,0,40
35097,200,0,0
35097,150,0,0
35097,90,0,0
35097,70,0,0
35097,0,0,0
35098,230,0,30
35098,140,0,0
35098,70,0,0
35098,60,0,0
35098,60,0,0
35098,0,0,0
35111,1970,50,130
35111,1500,40,70
35111,1240,30,50
35111,940,0,0
35111,1170,0,0
35111,150,0,0
35112,80,0,0
35112,70,0,0
35112,30,0,0
35112,0,0,0
35112,0,0,0
35112,0,0,0
35114,960,20,70
35114,590,40,30
35114,450,0,20
35114,370,0,0
35114,620,0,0
35114,80,0,0
35115,2320,60,150
35115,1280,60,80
35115,700,0,20
35115,390,0,0
35115,440,0,0
35115,70,0,0
35116,610,20,60
35116,480,20,40
35116,300,0,0
35116,240,0,0
35116,320,0,0
35116,50,0,0
35117,720,0,40
35117,640,40,40
35117,470,0,0
35117,340,0,0
35117,440,0,0
35117,70,0,0
35118,510,30,30
35118,370,0,30
35118,200,0,0
35118,140,0,0
35118,130,0,0
35118,0,0,0
35120,2070,40,130
35120,1530,40,70
35120,1060,30,40
35120,680,0,0
35120,700,0,0
35120,70,0,0
35121,2310,60,170
35121,1570,60,90
35121,850,30,40
35121,490,0,0
35121,530,0,0
35121,130,0,0
35124,3380,90,280
35124,2530,110,160
35124,1780,50,60
35124,1270,30,30
35124,2150,0,0
35124,620,0,0
35125,1840,50,130
35125,1220,40,70
35125,600,0,0
35125,380,0,0
35125,310,0,0
35125,40,0,0
35126,3150,80,210
35126,2480,80,130
35126,1560,30,50
35126,1070,0,0
35126,1140,0,0
35126,100,0,0
35127,1440,30,100
35127,1210,30,60
35127,760,0,0
35127,440,0,0
35127,450,0,0
35127,40,0,0
35128,1460,30,80
35128,1010,40,70
35128,610,0,0
35128,450,0,0
35128,610,0,0
35128,130,0,0
35130,460,20,50
35130,330,0,0
35130,200,0,0
35130,110,0,0
35130,100,0,0
35130,0,0,0
35131,580,30,60
35131,440,0,0
35131,230,0,0
35131,120,0,0
35131,110,0,0
35131,0,0,0
35133,550,0,40
35133,410,40,40
35133,280,0,0
35133,170,0,0
35133,150,0,0
35133,0,0,0
35135,260,0,40
35135,190,0,0
35135,150,0,0
35135,90,0,0
35135,120,0,0
35135,0,0,0
35136,240,0,40
35136,170,0,0
35136,110,0,0
35136,60,0,0
35136,70,0,0
35136,0,0,0
35143,480,30,50
35143,320,0,0
35143,160,0,0
35143,120,0,0
35143,130,0,0
35143,30,0,0
35146,1340,40,110
35146,1010,40,80
35146,730,30,40
35146,560,0,0
35146,750,0,0
35146,130,0,0
35147,630,20,70
35147,500,40,50
35147,380,0,0
35147,280,0,0
35147,400,0,0
35147,90,0,0
35148,460,0,50
35148,290,0,0
35148,140,0,0
35148,100,0,0
35148,70,0,0
35148,0,0,0
35149,110,0,0
35149,80,0,0
35149,50,0,0
35149,0,0,0
35149,0,0,0
35149,0,0,0
35150,3090,70,180
35150,1910,50,70
35150,890,20,20
35150,490,0,0
35150,490,0,0
35150,70,0,0
35151,1100,30,70
35151,750,30,40
35151,460,0,0
35151,310,0,0
35151,290,0,0
35151,30,0,0
35160,4420,100,250
35160,2780,60,90
35160,1210,20,30
35160,650,0,0
35160,520,0,0
35160,100,0,0
35171,460,20,60
35171,330,0,0
35171,220,0,0
35171,130,0,0
35171,190,0,0
35171,0,0,0
35172,430,20,30
35172,320,0,20
35172,190,0,0
35172,90,0,0
35172,90,0,0
35172,0,0,0
35173,3280,90,260
35173,2260,80,150
35173,1840,60,80
35173,1590,30,30
35173,2950,0,0
35173,790,0,0
35175,730,0,60
35175,510,50,50
35175,300,0,0
35175,210,0,0
35175,270,0,0
35175,40,0,0
35176,130,0,0
35176,100,0,0
35176,50,0,0
35176,30,0,0
35176,20,0,0
35176,0,0,0
35178,590,40,60
35178,390,0,30
35178,230,0,0
35178,120,0,0
35178,110,0,0
35178,20,0,0
35179,1440,30,90
35179,960,50,70
35179,600,0,0
35179,340,0,0
35179,320,0,0
35179,70,0,0
35180,1820,50,120
35180,1400,70,100
35180,980,0,0
35180,630,0,0
35180,770,0,0
35180,80,0,0
35183,100,0,0
35183,80,0,0
35183,40,0,0
35183,30,0,0
35183,30,0,0
35183,0,0,0
35184,800,0,50
35184,610,50,40
35184,330,0,0
35184,190,0,0
35184,130,0,0
35184,20,0,0
35186,630,0,50
35186,420,50,50
35186,310,0,0
35186,240,0,0
35186,340,0,0
35186,80,0,0
35188,370,0,40
35188,290,0,0
35188,220,0,0
35188,140,0,0
35188,150,0,0
35188,0,0,0
35203,540,20,50
35203,270,0,0
35203,160,0,0
35203,100,0,0
35203,160,0,0
35203,120,0,0
35204,2320,30,110
35204,920,20,30
35204,240,0,0
35204,70,0,0
35204,40,0,0
35204,0,0,0
35205,3330,110,310
35205,2370,120,150
35205,830,0,0
35205,350,0,0
35205,470,0,0
35205,280,0,0
35206,3720,80,200
35206,1830,70,100
35206,590,0,0
35206,220,0,0
35206,170,0,0
35206,0,0,0
35207,2070,60,110
35207,850,0,30
35207,230,0,0
35207,90,0,0
35207,40,0,0
35207,0,0,0
35208,3400,70,180
35208,1690,40,60
35208,450,0,0
35208,150,0,0
35208,100,0,0
35208,0,0,0
35209,4020,100,260
35209,2660,80,120
35209,1410,40,60
35209,920,0,0
35209,1830,0,0
35209,1130,0,0
35210,2320,60,180
35210,1770,60,100
35210,1040,40,50
35210,600,0,0
35210,660,0,0
35210,190,0,0
35211,6090,110,330
35211,2910,80,100
35211,930,0,20
35211,360,0,0
35211,270,0,0
35211,50,0,0
35212,2720,40,120
35212,1080,50,70
35212,420,0,0
35212,200,0,0
35212,240,0,0
35212,50,0,0
35213,1490,30,100
35213,1040,30,50
35213,790,20,30
35213,470,0,0
35213,1230,0,0
35213,1810,0,0
35214,3730,100,230
35214,2560,60,90
35214,1100,0,0
35214,450,0,0
35214,400,0,0
35214,20,0,0
35215,10180,180,510
35215,5960,120,190
35215,2170,40,50
35215,910,0,0
35215,680,0,0
35215,40,0,0
35216,5290,120,420
35216,3940,170,240
35216,2010,50,70
35216,1160,20,30
35216,2430,0,0
35216,1320,0,0
35217,2800,50,170
35217,1380,40,60
35217,470,0,0
35217,200,0,0
35217,160,0,0
35217,20,0,0
35218,1630,30,100
35218,720,20,30
35218,170,0,0
35218,40,0,0
35218,20,0,0
35218,0,0,0
35221,1010,30,50
35221,580,0,20
35221,140,0,0
35221,40,0,0
35221,20,0,0
35221,0,0,0
35222,1190,30,100
35222,830,30,50
35222,520,20,30
35222,370,0,0
35222,530,0,0
35222,320,0,0
35223,1140,0,50
35223,580,50,30
35223,460,0,20
35223,370,0,0
35223,1190,0,0
35223,1740,0,0
35224,1190,30,70
35224,630,20,40
35224,220,0,0
35224,70,0,0
35224,40,0,0
35224,0,0,0
35226,3710,100,300
35226,2790,120,220
35226,2280,60,80
35226,1950,20,30
35226,4210,30,30
35226,1630,0,0
35228,2320,40,120
35228,1280,30,50
35228,420,0,0
35228,110,0,0
35228,90,0,0
35228,0,0,0
35233,290,0,0
35233,210,0,0
35233,170,0,0
35233,80,0,0
35233,90,0,0
35233,40,0,0
35234,1220,20,60
35234,530,0,0
35234,110,0,0
35234,30,0,0
35234,20,0,0
35234,0,0,0
35235,3450,110,270
35235,3050,70,120
35235,1430,30,40
35235,690,0,0
35235,560,0,0
35235,50,0,0
35242,6280,170,460
35242,4280,200,320
35242,2930,90,120
35242,2240,30,40
35242,5530,40,40
35242,3990,0,0
35243,2310,50,190
35243,1940,70,100
35243,1360,30,50
35243,970,20,30
35243,1770,0,0
35243,1530,0,0
35244,4040,100,330
35244,3140,140,240
35244,2060,60,80
35244,1570,30,30
35244,3620,30,30
35244,1510,0,0
35401,6140,110,300
35401,2370,80,120
35401,630,0,0
35401,270,0,0
35401,330,0,0
35401,130,0,0
35404,4020,70,200
35404,2150,70,110
35404,860,30,30
35404,370,0,0
35404,410,0,0
35404,100,0,0
35405,7630,150,440
35405,4830,120,170
35405,2270,40,40
35405,1380,0,20
35405,1700,0,0
35405,260,0,0
35406,1650,30,100
35406,1060,40,50
35406,750,20,30
35406,660,0,0
35406,1480,0,0
35406,1070,0,0
35441,190,0,0
35441,140,0,0
35441,60,0,0
35441,30,0,0
35441,40,0,0
35441,0,0,0
35442,1040,30,50
35442,500,0,30
35442,150,0,0
35442,90,0,0
35442,80,0,0
35442,20,0,0
35443,390,0,0
35443,170,0,0
35443,70,0,0
35443,0,0,0
35443,20,0,0
35443,0,0,0
35444,570,20,30
35444,420,0,30
35444,240,0,0
35444,160,0,0
35444,120,0,0
35444,0,0,0
35446,330,0,30
35446,230,0,0
35446,120,0,0
35446,80,0,0
35446,80,0,0
35446,0,0,0
35447,610,30,50
35447,300,0,0
35447,140,0,0
35447,80,0,0
35447,90,0,0
35447,0,0,0
35452,590,20,60
35452,370,0,0
35452,270,0,0
35452,150,0,0
35452,190,0,0
35452,0,0,0
35453,1960,40,120
35453,1290,50,60
35453,720,0,20
35453,440,0,0
35453,400,0,0
35453,50,0,0
35456,770,30,40
35456,480,0,30
35456,260,0,0
35456,150,0,0
35456,130,0,0
35456,20,0,0
35458,80,0,0
35458,60,0,0
35458,40,0,0
35458,20,0,0
35458,20,0,0
35458,0,0,0
35459,160,0,0
35459,90,0,0
35459,40,0,0
35459,30,0,0
35459,0,0,0
35459,0,0,0
35460,130,0,20
35460,80,0,0
35460,30,0,0
35460,0,0,0
35460,0,0,0
35460,0,0,0
35461,280,0,30
35461,200,0,0
35461,100,0,0
35461,60,0,0
35461,60,0,0
35461,0,0,0
35462,1040,0,60
35462,500,40,30
35462,140,0,0
35462,70,0,0
35462,100,0,0
35462,0,0,0
35463,290,0,0
35463,210,0,0
35463,120,0,0
35463,70,0,0
35463,80,0,0
35463,0,0,0
35464,140,0,0
35464,40,0,0
35464,20,0,0
35464,0,0,0
35464,0,0,0
35464,0,0,0
35466,810,0,60
35466,590,40,30
35466,350,0,0
35466,230,0,0
35466,260,0,0
35466,0,0,0
35469,60,0,0
35469,40,0,0
35469,30,0,0
35469,0,0,0
35469,0,0,0
35469,0,0,0
35470,910,20,70
35470,450,0,0
35470,180,0,0
35470,110,0,0
35470,120,0,0
35470,30,0,0
35473,2290,60,170
35473,1880,60,100
35473,1120,30,40
35473,760,0,0
35473,910,0,0
35473,150,0,0
35474,990,20,70
35474,780,20,40
35474,420,0,0
35474,290,0,0
35474,270,0,0
35474,20,0,0
35475,1840,40,120
35475,1370,30,60
35475,1090,30,30
35475,920,0,0
35475,1360,0,0
35475,270,0,0
35476,1740,30,90
35476,1080,40,70
35476,440,0,0
35476,180,0,0
35476,170,0,0
35476,50,0,0
35480,220,0,20
35480,190,0,0
35480,90,0,0
35480,90,0,0
35480,100,0,0
35480,0,0,0
35481,600,30,40
35481,330,0,20
35481,170,0,0
35481,90,0,0
35481,90,0,0
35481,0,0,0
35490,530,20,30
35490,490,0,20
35490,280,0,0
35490,210,0,0
35490,210,0,0
35490,0,0,0
35501,1750,40,110
35501,940,30,60
35501,440,0,0
35501,260,0,0
35501,240,0,0
35501,40,0,0
35503,1320,30,100
35503,860,40,60
35503,460,0,0
35503,290,0,0
35503,320,0,0
35503,40,0,0
35504,1690,50,130
35504,1210,40,70
35504,740,20,30
35504,570,0,0
35504,690,0,0
35504,150,0,0
35540,360,30,30
35540,260,0,30
35540,150,0,0
35540,80,0,0
35540,70,0,0
35540,0,0,0
35541,470,30,60
35541,310,0,20
35541,170,0,0
35541,140,0,0
35541,150,0,0
35541,40,0,0
35542,170,0,30
35542,130,0,0
35542,60,0,0
35542,50,0,0
35542,30,0,0
35542,0,0,0
35543,190,0,20
35543,100,0,0
35543,70,0,0
35543,0,0,0
35543,20,0,0
35543,0,0,0
35544,100,0,0
35544,60,0,0
35544,40,0,0
35544,30,0,0
35544,0,0,0
35544,0,0,0
35546,530,0,30
35546,450,30,40
35546,240,0,0
35546,130,0,0
35546,120,0,0
35546,0,0,0
35548,270,0,30
35548,170,0,0
35548,60,0,0
35548,50,0,0
35548,0,0,0
35548,0,0,0
35549,640,20,40
35549,380,0,20
35549,160,0,0
35549,90,0,0
35549,80,0,0
35549,0,0,0
35550,760,0,50
35550,490,40,30
35550,260,0,0
35550,140,0,0
35550,150,0,0
35550,20,0,0
35552,140,0,0
35552,100,0,0
35552,60,0,0
35552,30,0,0
35552,20,0,0
35552,0,0,0
35553,740,20,70
35553,450,20,30
35553,210,0,0
35553,130,0,0
35553,100,0,0
35553,30,0,0
35554,160,0,0
35554,110,0,0
35554,70,0,0
35554,30,0,0
35554,40,0,0
35554,0,0,0
35555,1580,30,110
35555,970,40,70
35555,490,0,0
35555,290,0,0
35555,260,0,0
35555,50,0,0
35563,670,30,30
35563,400,0,20
35563,220,0,0
35563,130,0,0
35563,140,0,0
35563,0,0,0
35564,350,0,40
35564,230,0,0
35564,110,0,0
35564,50,0,0
35564,40,0,0
35564,0,0,0
35565,2250,80,220
35565,1270,60,100
35565,610,30,30
35565,270,0,0
35565,250,0,0
35565,60,0,0
35570,1800,40,110
35570,1000,40,70
35570,520,0,0
35570,320,0,0
35570,220,0,0
35570,40,0,0
35571,140,0,0
35571,100,0,0
35571,40,0,0
35571,50,0,0
35571,0,0,0
35571,0,0,0
35572,140,0,20
35572,120,0,0
35572,60,0,0
35572,20,0,0
35572,40,0,0
35572,0,0,0
35574,200,0,0
35574,160,0,0
35574,100,0,0
35574,50,0,0
35574,50,0,0
35574,0,0,0
35575,150,0,0
35575,100,0,0
35575,50,0,0
35575,40,0,0
35575,30,0,0
35575,0,0,0
35576,420,20,50
35576,300,0,0
35576,200,0,0
35576,110,0,0
35576,110,0,0
35576,0,0,0
35578,760,0,40
35578,540,40,40
35578,260,0,0
35578,150,0,0
35578,110,0,0
35578,0,0,0
35579,470,30,40
35579,340,0,20
35579,170,0,0
35579,90,0,0
35579,100,0,0
35579,0,0,0
35580,600,30,40
35580,350,0,30
35580,210,0,0
35580,140,0,0
35580,130,0,0
35580,0,0,0
35581,910,0,60
35581,520,40,50
35581,260,0,0
35581,130,0,0
35581,110,0,0
35581,0,0,0
35582,670,30,30
35582,510,0,30
35582,230,0,0
35582,120,0,0
35582,110,0,0
35582,40,0,0
35584,90,0,0
35584,40,0,0
35584,30,0,0
35584,0,0,0
35584,0,0,0
35584,0,0,0
35585,260,0,40
35585,140,0,0
35585,90,0,0
35585,70,0,0
35585,50,0,0
35585,0,0,0
35586,690,20,60
35586,430,20,30
35586,220,0,0
35586,140,0,0
35586,100,0,0
35586,0,0,0
35587,140,0,0
35587,70,0,0
35587,40,0,0
35587,30,0,0
35587,30,0,0
35587,0,0,0
35592,670,0,50
35592,430,40,40
35592,260,0,0
35592,130,0,0
35592,130,0,0
35592,0,0,0
35593,260,0,30
35593,210,0,0
35593,100,0,0
35593,60,0,0
35593,40,0,0
35593,0,0,0
35594,1170,30,80
35594,740,30,50
35594,390,0,0
35594,250,0,0
35594,250,0,0
35594,40,0,0
35601,6530,140,420
35601,3690,120,200
35601,1500,50,60
35601,760,0,0
35601,830,0,0
35601,270,0,0
35603,4940,120,370
35603,3100,120,200
35603,1880,40,50
35603,1430,20,30
35603,2140,0,0
35603,460,0,0
35610,290,0,50
35610,190,0,0
35610,130,0,0
35610,80,0,0
35610,60,0,0
35610,0,0,0
35611,4450,100,290
35611,2710,100,150
35611,1220,30,40
35611,770,0,0
35611,860,0,0
35611,170,0,0
35613,2500,60,190
35613,1680,60,90
35613,1340,30,40
35613,1110,0,0
35613,1990,0,0
35613,420,0,0
35614,1210,20,80
35614,820,40,60
35614,430,0,0
35614,250,0,0
35614,240,0,0
35614,40,0,0
35616,600,0,40
35616,390,0,20
35616,230,0,0
35616,120,0,0
35616,120,0,0
35616,0,0,0
35618,340,20,0
35618,240,0,40
35618,90,0,0
35618,30,0,0
35618,50,0,0
35618,0,0,0
35619,790,30,70
35619,550,30,50
35619,300,0,0
35619,190,0,0
35619,190,0,0
35619,0,0,0
35620,1420,40,100
35620,970,60,60
35620,570,0,20
35620,370,0,0
35620,380,0,0
35620,40,0,0
35621,490,0,50
35621,270,30,30
35621,150,0,0
35621,110,0,0
35621,130,0,0
35621,0,0,0
35622,1070,30,120
35622,710,30,50
35622,360,0,0
35622,220,0,0
35622,230,0,0
35622,20,0,0
35630,6270,150,440
35630,3040,120,180
35630,1340,50,60
35630,760,0,0
35630,880,0,0
35630,230,0,0
35633,3310,110,330
35633,2030,80,150
35633,1280,40,50
35633,880,0,0
35633,900,0,0
35633,170,0,0
35634,1630,50,140
35634,920,70,90
35634,680,0,30
35634,420,0,0
35634,610,0,0
35634,240,0,0
35640,3920,100,340
35640,2550,120,210
35640,1530,50,70
35640,1090,0,0
35640,1380,0,0
35640,210,0,0
35643,580,0,50
35643,390,30,30
35643,150,0,0
35643,80,0,0
35643,100,0,0
35643,0,0,0
35645,1920,70,170
35645,1230,40,80
35645,880,30,30
35645,640,0,0
35645,850,0,0
35645,190,0,0
35646,750,30,30
35646,510,0,20
35646,250,0,0
35646,130,0,0
35646,150,0,0
35646,30,0,0
35647,140,0,20
35647,130,0,0
35647,60,0,0
35647,60,0,0
35647,40,0,0
35647,0,0,0
35648,570,0,60
35648,370,50,50
35648,270,0,0
35648,170,0,0
35648,170,0,0
35648,0,0,0
35650,2220,80,200
35650,1360,80,100
35650,810,0,20
35650,500,0,0
35650,540,0,0
35650,50,0,0
35651,170,0,0
35651,110,0,0
35651,70,0,0
35651,50,0,0
35651,30,0,0
35651,0,0,0
35652,1210,40,120
35652,780,50,60
35652,570,0,30
35652,350,0,0
35652,390,0,0
35652,70,0,0
35653,2000,40,110
35653,1420,40,60
35653,510,0,0
35653,300,0,0
35653,280,0,0
35653,60,0,0
35654,1370,30,100
35654,850,30,40
35654,390,0,0
35654,230,0,0
35654,190,0,0
35654,20,0,0
35660,1820,40,140
35660,1070,60,90
35660,420,0,0
35660,230,0,0
35660,210,0,0
35660,40,0,0
35661,2760,90,230
35661,1780,60,100
35661,1170,40,50
35661,810,0,0
35661,950,0,0
35661,210,0,0
35670,1260,30,120
35670,720,60,70
35670,490,0,0
35670,310,0,0
35670,340,0,0
35670,50,0,0
35671,400,20,0
35671,250,0,40
35671,100,0,0
35671,60,0,0
35671,80,0,0
35671,20,0,0
35672,930,30,80
35672,700,40,60
35672,330,0,0
35672,220,0,0
35672,250,0,0
35672,0,0,0
35673,1260,30,90
35673,870,40,60
35673,500,0,0
35673,380,0,0
35673,370,0,0
35673,40,0,0
35674,3140,80,250
35674,1970,70,110
35674,1060,30,50
35674,720,0,0
35674,820,0,0
35674,130,0,0
35677,300,0,40
35677,200,0,0
35677,110,0,0
35677,50,0,0
35677,60,0,0
35677,0,0,0
35739,790,20,60
35739,550,20,50
35739,310,0,0
35739,210,0,0
35739,240,0,0
35739,20,0,0
35740,550,20,30
35740,390,0,20
35740,180,0,0
35740,110,0,0
35740,110,0,0
35740,0,0,0
35741,410,20,40
35741,280,0,0
35741,190,0,0
35741,130,0,0
35741,270,0,0
35741,180,0,0
35744,410,0,50
35744,260,0,0
35744,130,0,0
35744,80,0,0
35744,50,0,0
35744,0,0,0
35746,140,0,20
35746,100,0,0
35746,60,0,0
35746,50,0,0
35746,0,0,0
35746,0,0,0
35747,950,30,70
35747,570,40,70
35747,340,0,0
35747,230,0,0
35747,290,0,0
35747,50,0,0
35748,1050,30,80
35748,610,30,50
35748,370,0,0
35748,260,0,0
35748,610,0,0
35748,230,0,0
35749,3350,80,230
35749,2320,100,160
35749,1660,50,40
35749,1340,0,20
35749,2230,0,0
35749,330,0,0
35750,2180,40,150
35750,1460,60,90
35750,860,30,40
35750,600,0,0
35750,710,0,0
35750,80,0,0
35752,370,0,30
35752,220,0,20
35752,100,0,0
35752,50,0,0
35752,80,0,0
35752,0,0,0
35754,900,0,70
35754,540,50,60
35754,270,0,0
35754,190,0,0
35754,240,0,0
35754,50,0,0
35755,110,0,0
35755,80,0,0
35755,50,0,0
35755,0,0,0
35755,30,0,0
35755,0,0,0
35756,1830,50,130
35756,1260,40,80
35756,1060,40,40
35756,950,0,0
35756,1930,0,0
35756,470,0,0
35757,2010,50,170
35757,1340,70,110
35757,1080,30,40
35757,890,0,0
35757,1720,0,0
35757,310,0,0
35758,6170,150,470
35758,3490,150,240
35758,2430,70,80
35758,2280,0,0
35758,5160,20,30
35758,1670,0,0
35759,1130,30,90
35759,820,50,80
35759,680,0,0
35759,540,0,0
35759,780,0,0
35759,110,0,0
35760,830,40,80
35760,540,40,50
35760,320,0,0
35760,180,0,0
35760,200,0,0
35760,20,0,0
35761,1640,40,130
35761,1200,40,70
35761,780,20,30
35761,530,0,0
35761,810,0,0
35761,140,0,0
35763,1840,40,130
35763,1090,60,90
35763,910,40,30
35763,880,0,20
35763,2480,0,0
35763,870,0,0
35764,100,0,0
35764,70,0,0
35764,40,0,0
35764,20,0,0
35764,0,0,0
35764,0,0,0
35765,630,40,50
35765,380,0,20
35765,210,0,0
35765,100,0,0
35765,120,0,0
35765,0,0,0
35768,2000,50,130
35768,1340,40,60
35768,590,20,30
35768,350,0,0
35768,350,0,0
35768,80,0,0
35769,1540,40,110
35769,990,50,60
35769,580,0,20
35769,330,0,0
35769,570,0,0
35769,180,0,0
35771,570,0,40
35771,410,40,40
35771,190,0,0
35771,110,0,0
35771,100,0,0
35771,0,0,0
35772,800,20,30
35772,530,0,30
35772,230,0,0
35772,160,0,0
35772,130,0,0
35772,0,0,0
35773,2070,50,150
35773,1420,50,100
35773,750,20,30
35773,490,0,0
35773,670,0,0
35773,100,0,0
35775,160,0,0
35775,70,0,0
35775,50,0,0
35775,0,0,0
35775,20,0,0
35775,0,0,0
35776,550,30,50
35776,380,0,30
35776,220,0,0
35776,130,0,0
35776,100,0,0
35776,0,0,0
35801,2860,80,260
35801,1750,90,140
35801,1330,40,50
35801,1030,0,0
35801,2030,0,0
35801,1110,0,0
35802,3490,110,290
35802,2140,80,130
35802,1310,50,40
35802,1100,0,20
35802,2170,0,0
35802,860,0,0
35803,3790,110,370
35803,2460,120,180
35803,1900,40,50
35803,1640,30,40
35803,2820,0,0
35803,650,0,0
35805,5440,130,350
35805,2020,80,120
35805,510,0,0
35805,200,0,0
35805,150,0,0
35805,0,0,0
35806,3660,90,280
35806,2300,100,140
35806,1510,30,40
35806,1050,0,0
35806,2090,0,0
35806,570,0,0
35808,70,0,0
35808,60,0,0
35808,70,0,0
35808,60,0,0
35808,150,0,0
