Source;Target;Label
0;9;"0.0009652176786209057"
0;17;"-0.005335998833447582"
0;22;"-0.009237631026574069"
0;24;"-0.053578309121347666"
0;44;"0.299212383247332"
0;51;"0.005050402362482248"
0;63;"-0.00035572539217629907"
0;79;"0.06626313838483561"
0;89;"-0.7131771474239936"
0;92;"-0.00014929231536746904"
0;93;"0.05159324434455869"
0;106;"-0.010712407316110048"
0;107;"0.009870134178067692"
0;113;"0.0028270498182654947"
0;139;"0.011666470665123564"
0;156;"-0.006971746707587662"
0;158;"-0.6474921970577321"
0;159;"-0.17400121862258194"
0;165;"-0.00024771614129782043"
0;166;"-0.030949264915195625"
0;173;"-0.04264878391594006"
0;176;"0.0002882829546444008"
0;183;"0.006097458312586017"
0;202;"1.4552343253485691"
0;205;"0.001031803522079141"
2;177;"0.00016023486491935148"
15;2;"0.11512679183288292"
15;3;"0.0002010651649489676"
15;4;"0.00016459420922207887"
15;7;"-0.01798923192647768"
15;10;"-0.03654900843045738"
15;12;"0.027797029433034512"
15;13;"0.0018287174628622246"
15;16;"-0.00044174026486228606"
15;19;"0.0015700967723635145"
15;21;"0.0011351075988543225"
15;25;"-0.0009503272234278024"
15;26;"0.498529459380914"
15;27;"-1.5311525331598253e-05"
15;31;"0.04370426596128204"
15;34;"-0.00972822750471169"
15;37;"0.003973087578147787"
15;39;"0.00045246505505832735"
15;40;"0.03963400822853475"
15;42;"0.13562760333250518"
15;45;"0.0028949688532553504"
15;46;"0.010638848258995463"
15;56;"-0.002795289299725475"
15;57;"-0.0030019080980923946"
15;58;"0.364782950778564"
15;60;"0.022863895946044908"
15;67;"-0.00012718330042652958"
15;68;"-0.0008385208768694728"
15;72;"0.05493445871160945"
15;75;"0.0006449422041617152"
15;76;"0.0011674631666684415"
15;77;"0.00046323714470278445"
15;78;"-0.01643419019909757"
15;82;"0.0315894033119279"
15;83;"0.009153115338350145"
15;86;"0.00060705526912998"
15;88;"-0.29388817890599794"
15;91;"-0.034726277905163035"
15;97;"0.02117915253481853"
15;100;"0.0004924520260918756"
15;104;"0.01585180077995676"
15;110;"-0.0129850813341494"
15;114;"0.013653244962010608"
15;116;"0.032260636318244065"
15;117;"-0.045103196696314934"
15;118;"0.054871122432575366"
15;119;"0.0007878368630255014"
15;126;"0.001530777848044763"
15;131;"0.04044007890013673"
15;135;"0.0001035812620319364"
15;136;"0.01581630842581229"
15;140;"-0.012847091860079414"
15;145;"0.012927928512760638"
15;146;"0.05460145968662795"
15;147;"9.921150439638387e-05"
15;149;"0.007743057444565245"
15;150;"0.018107556754220742"
15;151;"0.0019671054110905746"
