Id,DGCI
79783930,0.4666838
40239934,0.45798326
50410534,0.500559
47165338,0.46736825
16455157,0.4855096
90938592,0.46063176
1317745,0.49991524
59791582,0.49935254
14525631,0.47295138
88602343,0.5019069
23536231,0.48991463
18553789,0.4865154
81273029,0.49152517
41102841,0.5063199
67468796,0.49359584
48298815,0.4933066
93229470,0.4585397
25785323,0.4444972
30895645,0.48971277
39503717,0.470603
91124259,0.49081445
76528041,0.498548
73863630,0.4787786
53397170,0.48083937
64390024,0.50474393
5495309,0.47007453
96127913,0.48907858
29592550,0.4950547
53433017,0.49056208
34588615,0.43981636
67596838,0.50851583
6918031,0.50629866
94337506,0.4858625
98132335,0.46253994
92018621,0.49079233
77449328,0.49912685
97544842,0.4857488
17935295,0.4605171
40239895,0.49727106
2589133,0.5212282
47440748,0.5220591
39920668,0.5031517
53975090,0.50362647
2138945,0.49058923
74947296,0.5066558
75300825,0.49797684
75751336,0.5091419
70199671,0.501252
41614581,0.51263857
37730408,0.520079
35044605,0.5181266
65472277,0.5191211
33250531,0.49089
64712155,0.5274309
64534117,0.5128798
89046295,0.52339864
27028448,0.520045
89487570,0.5316348
79358276,0.5264239
67736428,0.50740206
40661064,0.53112537
41840806,0.5220828
35579735,0.5281429
17071106,0.51452804
4936970,0.5024507
79256523,0.5139975
74230060,0.4939248
91859256,0.50744915
61260384,0.5151799
46928345,0.49305317
27760551,0.51740587
23220427,0.52198553
73886014,0.48715383
61567150,0.5056785
27258947,0.50251585
76392899,0.51513875
29481024,0.49607936
90267842,0.45075977
10123820,0.52524817
10943798,0.49739957
73808965,0.5284768
36782486,0.50948846
98708999,0.53744054
91416196,0.5108582
44456496,0.53245014
25394327,0.52321124
67075886,0.52833456
57642519,0.4980813
93881318,0.5056467
84564536,0.49867177
47503902,0.52909255
50338307,0.519984
58222535,0.5139939
60078727,0.52301437
44664361,0.517578
90804018,0.51425385
25701199,0.5089108
85875653,0.47233468
73400016,0.51439774
93818116,0.51722485
46593591,0.50963277
69021208,0.5137007
35087326,0.50665164
17996377,0.5149497
89466042,0.5279541
26739875,0.5242317
28021239,0.5225296
14390181,0.5131849
88736045,0.49311838
63159389,0.5025761
17785769,0.5178671
16469744,0.5247451
99418654,0.5065683
966832,0.49047726
35129310,0.5248945
51487191,0.49673808
48800491,0.54392904
12998050,0.5211875
91630851,0.5316808
79184573,0.517809
4014458,0.5135665
59398821,0.51912844
26597586,0.52713096
27844307,0.5266322
59341437,0.525369
63560081,0.49895197
38577853,0.513536
85151153,0.51278824
70753655,0.52716535
21541518,0.51304185
31432716,0.52833575
89942050,0.50501126
43029746,0.52250594
11514799,0.5370574
42325067,0.50992143
92096340,0.53210163
86397886,0.52419174
88585397,0.5069697
72683878,0.508827
20615787,0.5492566
96790664,0.5187861
99344361,0.52595353
95916112,0.5503166
31507939,0.5183347
52118220,0.53007114
54081058,0.52026093
2167798,0.5299903
72450288,0.53901434
40102428,0.5214614
22464184,0.52190685
38441679,0.5003396
51371363,0.4809816
4186497,0.53611726
55578023,0.52368677
40494166,0.5192135
95146502,0.51816845
80707176,0.5082984
6596720,0.5266268
25386603,0.51975185
91074608,0.5169032
3505757,0.52479875
27194614,0.5065582
57956721,0.5092703
79084625,0.5233798
33332989,0.52793145
225310,0.5097346
2231538,0.50824904
39225410,0.5236681
75210492,0.52564466
89996330,0.5164906
77487581,0.5128894
86527077,0.51910996
82301405,0.5294682
66649504,0.5368255
11130705,0.52035207
76750675,0.53660184
2393256,0.52498436
82221323,0.5203266
40608226,0.5296612
61762434,0.51939917
21195862,0.52072
63895736,0.52229595
88042116,0.5283914
68841102,0.541389
1802734,0.5268061
46024278,0.5256531
69379767,0.5276301
8748319,0.5292276
1858751,0.5308364
25947408,0.5301507
85468969,0.5418753
73483607,0.51302993
87431185,0.520835
65781529,0.5230852
93017970,0.5024413
36500302,0.51885796
4781802,0.48177537
5316245,0.5050891
6030330,0.51253915
97029804,0.52991086
32743316,0.516292
68028814,0.5090691
16670054,0.49757358
99221589,0.51284575
22154846,0.5129026
40074438,0.5330084
59859186,0.5243652
87282825,0.5179931
75056595,0.5217047
93367510,0.5211272
56969944,0.52937305
384141,0.5126226
1172213,0.5173241
50077848,0.51450074
93675044,0.53112125
96094156,0.5165498
35313728,0.48811507
35052518,0.5215192
68997656,0.52929586
33138868,0.51196253
18564138,0.52170426
5932814,0.5343659
10805464,0.52664477
86970836,0.5100175
74388516,0.52894145
24194518,0.51895535
54335402,0.5166455
73332405,0.51710624
71259726,0.52201355
44485674,0.5299404
41945915,0.5278934
39479370,0.532056
72113480,0.54033715
42659922,0.5296725
47128351,0.5369316
94994914,0.52257365
99460326,0.5365317
7803735,0.53904897
63029707,0.54050916
85210034,0.5230491
35719180,0.51740116
22815980,0.5333246
16860102,0.52883136
42190245,0.5091119
53182093,0.5226011
3897948,0.5153568
87619953,0.5345272
19282492,0.5190675
95434319,0.53270626
50758637,0.5370291
18900213,0.5207407
60184336,0.52199304
26238228,0.51379454
20766190,0.5237689
86555417,0.5335266
48315115,0.5278123
12784943,0.48200944
21040435,0.5086721
92759733,0.5123174
33156799,0.5184966
5924466,0.5268417
60957102,0.5272951
62463674,0.5244987
14410942,0.52044505
13653322,0.51593494
28785915,0.51370287
80946694,0.52087957
16319768,0.52106184
36050327,0.52313036
71432845,0.51350355
35863710,0.5275626
84832279,0.5461389
5392138,0.52900624
56573408,0.52041805
47599599,0.5272401
53935687,0.51521957
87554266,0.5108768
52285364,0.5230786
51421007,0.5142146
32921371,0.51323044
25988116,0.521191
897786,0.5020515
95484082,0.52881324
36412135,0.50370085
34681243,0.5325194
38434783,0.505878
80420768,0.5214926
79074695,0.5151944
17602492,0.50522935
5774364,0.51254296
37149664,0.51820946
20154303,0.5196079
30589634,0.52351093
19116512,0.5224779
64632695,0.53026867
22392367,0.5158055
85735918,0.5183072
11071472,0.5208452
13710755,0.52914613
2926189,0.5208638
17802639,0.50910705
78476655,0.52023476
74194621,0.5318006
1807782,0.5093804
33074601,0.5327081
24925465,0.514083
7376514,0.5271335
36442301,0.50783527
59104174,0.52412105
99913107,0.51640767
56415708,0.5082063
20770771,0.5142944
96476938,0.5238813
68223799,0.5008048
65773298,0.5160458
45169048,0.511546
87931008,0.51433456
8582961,0.4984012
78764582,0.506196
99725946,0.5363694
52937179,0.52214193
16696670,0.52952117
29556454,0.5109997
56706168,0.5132557
38122143,0.51417536
88795781,0.50882536
38980823,0.50602716
12105675,0.4936758
1525333,0.52684283
33494053,0.5111872
16442497,0.46162313
43132483,0.5045458
32127452,0.5221853
11359271,0.51224715
27356258,0.49189487
18416028,0.5236925
73302711,0.49578327
55677558,0.5079369
30010020,0.5169808
37880115,0.5004871
65169604,0.51930547
96467872,0.49723834
11940173,0.5166558
78577233,0.50839573
38447083,0.4979856
91054835,0.5258457
94368280,0.49744737
97744978,0.52507
30632914,0.50865835
59286298,0.53348184
92025977,0.500982
6928410,0.52252114
79211111,0.51871663
55498852,0.509022
85903792,0.51834553
73186731,0.5104263
83863471,0.5221279
44507851,0.51097715
15027902,0.5187497
57624180,0.51977766
64587144,0.51601404
68222803,0.503428
94886798,0.52217555
30433521,0.5082272
45442273,0.5225947
93398930,0.51187134
78283800,0.51014996
56461269,0.5160633
46581505,0.52982867
4863427,0.50784725
34564339,0.51075906
14165781,0.50834984
223518,0.5085143
47580918,0.5028553
76080524,0.50907224
7685342,0.49785224
52286263,0.4956222
64740744,0.51266885
5262343,0.50567245
33501985,0.5203732
1582318,0.50798094
97053373,0.49573165
28100251,0.47637868
81128043,0.5153463
91359957,0.5173262
40083676,0.5118851
17487572,0.4971041
92727080,0.48186395
48385010,0.5019311
31208812,0.5047486
57372550,0.50878215
50150657,0.5203074
27372252,0.5153953
78054685,0.5118146
54660746,0.49842924
44218111,0.50606555
28493917,0.50223994
13891949,0.5080421
55404994,0.48769853
79801003,0.5059694
68047333,0.5123892
13137483,0.51574737
23814389,0.50837255
72596063,0.5049469
94310104,0.5158417
41908484,0.5063761
28311243,0.50333726
15290661,0.50510997
91366805,0.5366992
50404287,0.50136757
31908755,0.5104345
19705538,0.5228038
70729661,0.5231915
41168050,0.51205385
6470339,0.52387196
22214553,0.5070524
87203234,0.53073514
43882396,0.51241446
9347238,0.50434434
32971598,0.51215386
97257389,0.5119589
27841462,0.5121956
41132488,0.48941448
26876680,0.5239152
24232808,0.5282894
25715192,0.5309634
18964332,0.5079559
72351399,0.5139791
89815063,0.5058154
41444831,0.495589
40053149,0.5250962
13692241,0.5009749
80004298,0.4996364
33129000,0.47677568
90823554,0.5046334
45437592,0.50700796
93286159,0.48609158
68682594,0.5041462
34108120,0.49853277
89647571,0.50607806
73345655,0.5016928
39299859,0.48356694
35747679,0.43871176
88194846,0.49939176
68221769,0.5086555
10473619,0.4895382
26643443,0.5226278
26488575,0.49899364
1200566,0.5048926
60330647,0.4854107
71997559,0.5141173
29218250,0.50843406
21689941,0.5018446
45424539,0.49227208
89094486,0.5052496
72775570,0.52259064
825287,0.46465793
61940356,0.5041501
90831699,0.49684295
38785866,0.5011282
2765722,0.51776433
55614474,0.506999
20176231,0.48983762
5410349,0.49611363
6355482,0.49835393
14360792,0.48040348
85643769,0.49622756
94904681,0.50772333
49056593,0.5139335
49062438,0.5057116
30231613,0.50321543
39763715,0.52219987
6872791,0.51427996
92352315,0.5089911
79338569,0.51726305
37564138,0.50880235
2145866,0.5163305
98612279,0.4965704
80250405,0.5076522
77089120,0.50582075
29782697,0.51187027
86683413,0.50054836
45690511,0.49545223
82536373,0.5119386
84468747,0.5049057
80303131,0.52640843
11849167,0.49684027
39293564,0.49734
81709438,0.49855965
66314723,0.5054709
66612295,0.4996905
78600617,0.5185121
50569333,0.5144546
890205,0.48543707
72273025,0.49539512
53948331,0.5031906
20690642,0.50640714
88794532,0.50210273
63924227,0.5084491
83306614,0.5179041
52848860,0.49897563
99303349,0.52372324
21212656,0.4923708
37807073,0.50917614
55406826,0.49756166
722409,0.5184951
75855645,0.49768215
90625918,0.49760026
45254131,0.49078488
41969652,0.5094236
57602072,0.50774264
