id,quality
0,6.0
1,6.0
2,6.0
3,6.0
4,6.0
5,6.0
6,5.0
7,5.0
8,5.0
9,6.0
10,6.0
11,6.0
12,6.0
13,6.0
14,5.0
15,6.0
16,6.0
17,7.0
18,5.0
19,6.0
20,7.0
21,7.0
22,6.0
23,7.0
24,5.0
25,5.0
26,6.0
27,5.0
28,6.0
29,6.0
30,7.0
31,5.0
32,6.0
33,6.0
34,7.0
35,6.0
36,5.0
37,6.0
38,6.0
39,5.0
40,6.0
41,5.0
42,6.0
43,5.0
44,6.0
45,6.0
46,6.0
47,6.0
48,6.0
49,6.0
50,5.0
51,6.0
52,5.0
53,7.0
54,4.0
55,6.0
56,5.0
57,6.0
58,6.0
59,6.0
60,6.0
61,6.0
62,6.0
63,6.0
64,6.0
65,6.0
66,6.0
67,6.0
68,6.0
69,7.0
70,6.0
71,6.0
72,7.0
73,6.0
74,5.0
75,6.0
76,5.0
77,6.0
78,5.0
79,5.0
80,5.0
81,6.0
82,6.0
83,6.0
84,7.0
85,6.0
86,6.0
87,6.0
88,5.0
89,6.0
90,6.0
91,6.0
92,6.0
93,5.0
94,6.0
95,6.0
96,6.0
97,5.0
98,6.0
99,5.0
100,6.0
101,5.0
102,5.0
103,6.0
104,6.0
105,6.0
106,6.0
107,6.0
108,6.0
109,5.0
110,7.0
111,6.0
112,6.0
113,6.0
114,6.0
115,6.0
116,6.0
117,6.0
118,6.0
119,6.0
120,6.0
121,7.0
122,6.0
123,7.0
124,5.0
125,6.0
126,6.0
127,6.0
128,5.0
129,7.0
130,6.0
131,6.0
132,6.0
133,6.0
134,6.0
135,6.0
136,6.0
137,5.0
138,6.0
139,5.0
140,5.0
141,6.0
142,6.0
143,5.0
144,6.0
145,6.0
146,6.0
147,6.0
148,7.0
149,6.0
150,7.0
151,6.0
152,6.0
153,6.0
154,6.0
155,6.0
156,6.0
157,5.0
158,5.0
159,6.0
160,6.0
161,6.0
162,5.0
163,6.0
164,5.0
165,6.0
166,7.0
167,5.0
168,5.0
169,5.0
170,6.0
171,6.0
172,6.0
173,5.0
174,6.0
175,7.0
176,6.0
177,6.0
178,6.0
179,6.0
180,6.0
181,5.0
182,6.0
183,6.0
184,6.0
185,6.0
186,6.0
187,5.0
188,5.0
189,6.0
190,6.0
191,6.0
192,7.0
193,6.0
194,6.0
195,6.0
196,5.0
197,5.0
198,6.0
199,6.0
200,5.0
201,6.0
202,5.0
203,6.0
204,6.0
205,6.0
206,6.0
207,6.0
208,5.0
209,6.0
210,5.0
211,6.0
212,5.0
213,6.0
214,6.0
215,6.0
216,5.0
217,6.0
218,6.0
219,6.0
220,6.0
221,6.0
222,6.0
223,6.0
224,6.0
225,6.0
226,6.0
227,5.0
228,6.0
229,6.0
230,6.0
231,6.0
232,5.0
233,6.0
234,6.0
235,6.0
236,6.0
237,6.0
238,6.0
239,5.0
240,6.0
241,5.0
242,5.0
243,5.0
244,5.0
245,5.0
246,6.0
247,6.0
248,6.0
249,6.0
250,6.0
251,5.0
252,7.0
253,6.0
254,5.0
255,6.0
256,6.0
257,5.0
258,6.0
259,5.0
260,6.0
261,6.0
262,6.0
263,5.0
264,6.0
265,6.0
266,5.0
267,6.0
268,6.0
269,6.0
270,7.0
271,6.0
272,6.0
273,7.0
274,6.0
275,6.0
276,6.0
277,6.0
278,6.0
279,6.0
280,6.0
281,6.0
282,6.0
283,5.0
284,6.0
285,6.0
286,6.0
287,7.0
288,6.0
289,6.0
290,6.0
291,7.0
292,6.0
293,5.0
294,7.0
295,6.0
296,6.0
297,4.0
298,6.0
299,6.0
300,5.0
301,5.0
302,6.0
303,5.0
304,5.0
305,6.0
306,6.0
307,6.0
308,7.0
309,6.0
310,5.0
311,6.0
312,6.0
313,6.0
314,6.0
315,5.0
316,5.0
317,6.0
318,7.0
319,6.0
320,5.0
321,6.0
322,6.0
323,6.0
324,7.0
325,6.0
326,6.0
327,5.0
328,5.0
329,6.0
330,6.0
331,5.0
332,6.0
333,6.0
334,6.0
335,6.0
336,6.0
337,6.0
338,5.0
339,6.0
340,6.0
341,5.0
342,6.0
343,5.0
344,6.0
345,5.0
346,6.0
347,6.0
348,6.0
349,6.0
350,5.0
351,5.0
352,6.0
353,6.0
354,6.0
355,6.0
356,6.0
357,5.0
358,5.0
359,6.0
360,6.0
361,6.0
362,6.0
363,6.0
364,6.0
365,5.0
366,6.0
367,6.0
368,7.0
369,5.0
370,5.0
371,6.0
372,6.0
373,6.0
374,5.0
375,6.0
376,6.0
377,6.0
378,6.0
379,6.0
380,6.0
381,6.0
382,6.0
383,6.0
384,5.0
385,6.0
386,6.0
387,6.0
388,7.0
389,5.0
390,6.0
391,6.0
392,5.0
393,6.0
394,6.0
395,5.0
396,7.0
397,7.0
398,7.0
399,6.0
400,4.0
401,6.0
402,7.0
403,6.0
404,6.0
405,6.0
406,6.0
407,5.0
408,6.0
409,6.0
410,5.0
411,6.0
412,6.0
413,6.0
414,6.0
415,5.0
416,5.0
417,6.0
418,6.0
419,7.0
420,6.0
421,6.0
422,6.0
423,5.0
424,5.0
425,6.0
426,6.0
427,6.0
428,7.0
429,6.0
430,6.0
431,5.0
432,6.0
433,7.0
434,6.0
435,6.0
436,6.0
437,6.0
438,7.0
439,6.0
440,6.0
441,6.0
442,6.0
443,6.0
444,6.0
445,6.0
446,5.0
447,6.0
448,6.0
449,6.0
450,6.0
451,5.0
452,6.0
453,6.0
454,6.0
455,5.0
456,6.0
457,7.0
458,6.0
459,6.0
460,5.0
461,6.0
462,6.0
463,7.0
464,6.0
465,6.0
466,6.0
467,6.0
468,6.0
469,7.0
470,6.0
471,5.0
472,6.0
473,6.0
474,5.0
475,6.0
476,5.0
477,6.0
478,7.0
479,5.0
480,6.0
481,6.0
482,6.0
483,6.0
484,6.0
485,6.0
486,6.0
487,6.0
488,6.0
489,5.0
490,6.0
491,6.0
492,5.0
493,6.0
494,5.0
495,7.0
496,6.0
497,6.0
498,6.0
499,6.0
500,6.0
501,5.0
502,6.0
503,6.0
504,5.0
505,6.0
506,7.0
507,6.0
508,5.0
509,6.0
510,6.0
511,5.0
512,6.0
513,6.0
514,6.0
515,6.0
516,6.0
517,6.0
518,7.0
519,6.0
520,6.0
521,6.0
522,6.0
523,6.0
524,6.0
525,6.0
526,7.0
527,6.0
528,6.0
529,5.0
530,6.0
531,6.0
532,6.0
533,7.0
534,5.0
535,5.0
