00624,72111
00616,72013
00617,72054
00652,72013
00641,72113
00669,72081
00670,72083
00660,72067
00683,72097
00704,72123
00735,72037
00730,72113
00728,72113
00729,72029
00745,72029
00739,72041
00772,72087
00766,72149
00794,72019
00919,72127
00920,72127
00921,72021
00957,72021
00969,72127
00976,72127
01430,25027
01475,25027
01560,25027
01721,25017
01778,25017
01821,25017
01844,25009
01851,25017
01852,25017
01862,25017
01945,25009
01938,25009
02026,25021
02054,25021
02081,25021
02111,25025
02126,25025
02134,25025
02143,25017
02150,25025
02170,25021
02191,25021
02186,25021
02339,25023
02347,25023
02368,25021
02467,25021
02476,25017
02532,25023
02584,25019
02638,25001
02667,25001
02646,25001
03279,33009
03447,33005
03235,33013
03226,33001
03233,33013
03223,33009
03243,33013
03108,33011
03084,33011
03054,33011
02673,25001
03038,33015
04005,23031
04021,23005
04017,23005
03867,33017
03901,23031
03870,33015
03851,33017
03875,33003
03801,33015
03841,33015
03774,33009
03581,33007
03455,33005
03576,33007
03592,33007
03605,33019
03451,33005
03470,33005
03595,33007
03745,33019
03580,33009
03464,33005
04360,23011
04332,23011
04260,23005
04224,23017
04252,23001
04256,23001
04093,23031
04066,23005
04071,23005
04947,23007
04965,23025
04930,23019
04951,23027
04961,23007
04958,23025
04854,23013
04864,23013
04694,23029
04739,23003
04643,23029
04614,23009
04622,23029
04623,23029
04576,23015
04626,23029
04652,23029
04607,23009
04443,23021
04449,23019
04427,23019
04462,23019
04428,23019
04434,23019
05602,50023
05468,50007
05401,50007
05459,50011
05201,50003
05148,50003
05341,50025
05001,50027
04976,23025
05035,50027
05067,50027
05051,50017
01030,25013
01057,25013
01035,25015
01022,25013
01037,25027
05860,50019
05853,50019
05872,50019
01008,25013
05778,50001
05775,50021
05680,50019
05674,50023
05669,50023
05682,50023
05679,50017
05666,50023
05658,50023
02703,25005
01301,25011
01379,25011
02717,25005
01339,25011
01340,25011
01258,25003
01253,25003
01108,25013
01225,25003
01226,25003
01071,25013
02863,44007
02840,44005
02842,44005
02858,44007
02832,44009
02827,44003
02838,44007
02746,25005
02766,25005
06033,09003
06040,09003
06062,09003
06037,09003
06039,09005
06066,09003
06010,09003
06013,09003
02914,44007
02907,44007
02895,44007
02898,44009
06340,09011
06371,09011
06375,09011
06320,09011
06234,09015
06250,09013
06232,09013
06129,09003
06106,09003
06074,09003
06095,09003
06513,09009
06520,09009
06517,09009
06484,09001
06488,09009
06480,09007
06457,09007
06461,09009
06447,09003
06415,09007
06418,09009
06424,09007
06443,09009
06410,09009
06444,09003
06840,09001
06850,09001
06798,09005
06722,09009
06759,09005
06791,09005
06756,09005
07032,34003
07023,34039
06906,09001
07114,34039
07104,34013
07107,34013
07090,34039
07081,34039
07077,34023
07078,34039
07071,34003
07058,34027
07503,34031
07538,34031
07450,34003
07462,34037
07463,34003
07310,34017
07424,34031
07405,34027
07401,34003
07435,34031
07438,34027
07974,34039
07920,34035
07852,34027
07866,34027
07865,34041
07834,34027
07801,34027
07675,34003
07662,34003
07641,34003
07645,34003
07657,34003
07723,34025
07722,34025
08869,34035
